,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,PensionFormula,EmployerURL,EmployerCounty,TotalWages
50486,"State University, Humboldt",22879.56,38749.56,0,0,294,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,294
41755,"State University, Fullerton",85188,150792,0,0,13440,0,17631.72,2.00% @ 55,http://hr.fullerton.edu/,Orange,142879.6
70204,"State University, Northridge",85188,150792,0,0,0,0,22710.84,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,90060.32
86669,"State University, San Bernardino",22879.56,38749.56,0,0,5773,0,0,,http://hrd.csusb.edu/,San Bernardino,7314
35799,"State University, Fresno",49512,66192,0,0,464.32,0,105.38,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,36393.89
86214,"State University, San Bernardino",97968,173388,0,0,1293,0,23270.64,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,107176.44
47107,"State University, Humboldt",31200,53496,0,0,622.68,0,8551.73,2.00% @ 62,http://www.humboldt.edu/hsuhr/,Humboldt,28613.38
39334,"State University, Fullerton",39456,73944,0,0,642.63,0,17631.72,2.00% @ 55,http://hr.fullerton.edu/,Orange,37461.74
109370,"State University, San Jose",59076,131088,0,0,0,0,9319.08,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,68827.56
38355,"State University, Fresno",22879.56,38749.56,0,0,6244.7,0,0,,http://www.csufresno.edu/humres/,Fresno  ,6244.7
64610,"State University, Los Angeles",22879.56,38749.56,0,0,2430.41,0,0,,http://www.calstatela.edu/hrm,Los Angeles,2430.41
10051,"State Polytech University, San Luis Obispo",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1926.27
65856,"State University, Monterey Bay",52464,125736,0,0,650,0,9319.08,2.00% @ 55,https://csumb.edu/hr,Monterey ,69499.04
103218,"State University, San Francisco",22879.56,38749.56,0,0,264,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,264
111810,"State University, San Jose",22879.56,38749.56,0,0,1705.75,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,1705.75
5088,"State Polytech University, Pomona",22879.56,38749.56,0,0,1501.5,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,1501.5
3017,"State Polytech University, Pomona",28079.4,41432.76,0,0,0,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,6893.02
105809,"State University, San Jose",56472,75924,0,0,1200,0,1769.64,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,59407
25509,"State University, Chico",22879.56,38749.56,0,0,371.25,0,0,,http://www.csuchico.edu/hr/,Butte,371.25
93770,"State University, San Diego",22879.56,38749.56,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,2893
26561,"State University, Dominguez Hills",44448,83268,0,0,322.8,0,0,2.00% @ 62,https://www.csudh.edu/hr/,Los Angeles,43033.83
50272,"State University, Humboldt",41796,59424,0,0,1023.79,0,23270.64,2.00% @ 62,http://www.humboldt.edu/hsuhr/,Humboldt,40950.95
37124,"State University, Fresno",22879.56,38749.56,0,0,0,0,0,,http://www.csufresno.edu/humres/,Fresno  ,10830.6
49275,"State University, Humboldt",22879.56,38749.56,0,0,375.6,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,375.6
89092,"State University, San Diego",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,2448
109233,"State University, San Jose",59076,131088,0,0,765.06,0,17631.72,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,48761.44
94516,"State University, San Diego",22879.56,38749.56,0,0,618.5,0,0,,http://bfa.sdsu.edu/hr/,San Diego,618.5
23164,"State University, Chico",59076,131088,0,0,11196.07,0,17631.72,2.00% @ 62,http://www.csuchico.edu/hr/,Butte,56188.79
44021,"State University, Fullerton",59076,131088,0,0,1176,0,22.41,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,9877.16
68594,"State University, Northridge",22879.56,38749.56,0,0,4312,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,6084.1
63819,"State University, Los Angeles",22879.56,38749.56,0,0,5392.2,0,0,,http://www.calstatela.edu/hrm,Los Angeles,8153.7
113779,"State University, San Marcos",28080,52920,0,0,1066.8,0,0,,http://www.csusm.edu/HR/,San Diego,3501.84
26087,"State University, Dominguez Hills",34152,59976,0,0,650,0,9090.12,2.00% @ 55,https://www.csudh.edu/hr/,Los Angeles,59193.48
84815,"State University, San Bernardino",85188,150792,0,0,0,0,23270.64,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,117069.88
25558,"State University, Chico",22879.56,38749.56,0,0,2000.02,0,0,,http://www.csuchico.edu/hr/,Butte,2000.02
35210,"State University, Fresno",28079.4,41432.76,0,0,0,0,0,,http://www.csufresno.edu/humres/,Fresno  ,2355.75
87650,"State University, San Bernardino",54648,77856,0,0,-99.19,0,7749.41,2.00% @ 62,http://hrd.csusb.edu/,San Bernardino,14570.15
90308,"State University, San Diego",59076,131088,0,0,-45.5,0,21606.29,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,81840.98
84736,"State University, San Bernardino",67656,143952,0,0,0,0,18691.55,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,87863.88
45401,"State University, Fullerton",22879.56,38749.56,0,0,2157.45,0,0,,http://hr.fullerton.edu/,Orange,2157.45
31038,"State University, East Bay",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csueastbay.edu/af/departments/hr/,Alameda,9273.6
123661,"State University, Stanislaus",22879.56,38749.56,0,0,6327.35,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,6327.35
116922,"State University, Sonoma",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sonoma.edu/hr/,Sonoma,761.3
28473,"State University, Dominguez Hills",22879.56,38749.56,0,0,2288,0,0,,https://www.csudh.edu/hr/,Los Angeles,2288
94623,"State University, San Diego",22879.56,38749.56,0,0,1366.46,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1366.46
93872,"State University, San Diego",22879.56,38749.56,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,7086.68
61482,"State University, Los Angeles",85188,150792,0,0,44698.84,0,22881.64,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,143169.07
68564,"State University, Northridge",42852,80292,0,0,0,0,4659.54,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,22643.79
87075,"State University, San Bernardino",22879.56,38749.56,0,0,335.5,0,0,,http://hrd.csusb.edu/,San Bernardino,335.5
30870,"State University, East Bay",28079.4,41432.76,0,0,0,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,1118
70709,"State University, Northridge",28079.4,41432.76,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,2627.8
28230,"State University, Dominguez Hills",22879.56,38749.56,0,0,0,0,0,,https://www.csudh.edu/hr/,Los Angeles,8261
99639,"State University, San Francisco",59076,131088,0,0,6000,0,209.72,2.00% @ 62,http://www.sfsu.edu/~hrwww/,San Francisco,31685.59
61670,"State University, Los Angeles",85188,150792,0,0,0,0,233.64,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,103027.32
70071,"State University, Northridge",85188,150792,0,0,-99.19,0,22015.08,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,95694.04
79428,"State University, Sacramento",28079.4,41432.76,0,0,0,0,0,,http://www.csus.edu/hr/,Sacramento,1319.5
14997,"State University, Bakersfield",46764,82152,0,0,650,0,9237.72,2.00% @ 62,http://www.csub.edu/BAS/hr/,Kern,55572
1714,"State Polytech University, Pomona",49848,70800,0,0,1023.79,0,9237.72,2.00% @ 55,http://www.cpp.edu/~hr/index.shtml,Los Angeles,53969.92
115998,"State University, San Marcos",22879.56,38749.56,0,0,3696.25,0,0,,http://www.csusm.edu/HR/,San Diego,5098.75
92898,"State University, San Diego",59076,131088,0,0,0,0,4349.1,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,11416.8
24936,"State University, Chico",22879.56,38749.56,0,0,1179.92,0,0,,http://www.csuchico.edu/hr/,Butte,1179.92
111972,"State University, San Jose",22879.56,38749.56,0,0,2600,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,2600
31361,"State University, East Bay",59076,131088,0,0,0,0,89.64,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,15908.91
48632,"State University, Humboldt",37212,69708,0,0,1595.6,0,22710.84,2.00% @ 62,http://www.humboldt.edu/hsuhr/,Humboldt,43491.14
51871,"State University, Long Beach",52512,98412,0,6408.63,0,0,1469.31,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,13637.96
102418,"State University, San Francisco",22879.56,38749.56,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,1658.91
81936,"State University, Sacramento",22879.56,38749.56,0,0,912.8,0,0,,http://www.csus.edu/hr/,Sacramento,912.8
88892,"State University, San Diego",60864,213120,0,12832.79,7.5,0,3594.88,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,27222.93
93636,"State University, San Diego",27180,201276,0,0,0,0,11091.6,,http://bfa.sdsu.edu/hr/,San Diego,18184
52641,"State University, Long Beach",41640,77832,0,0,1486.07,0,9319.08,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,55996.35
81473,"State University, Sacramento",22879.56,38749.56,0,0,3141.75,0,0,,http://www.csus.edu/hr/,Sacramento,4632.75
21320,"State University, Chico",22879.56,38749.56,0,0,1028.5,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuchico.edu/hr/,Butte,3316.5
85005,"State University, San Bernardino",132,2880,0,0,4569,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hrd.csusb.edu/,San Bernardino,4569
64601,"State University, Los Angeles",22879.56,38749.56,0,0,1947.95,0,0,,http://www.calstatela.edu/hrm,Los Angeles,1947.95
57728,"State University, Long Beach",22879.56,38749.56,0,0,1272,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,1272
63488,"State University, Los Angeles",97968,173388,0,0,0,0,9237.72,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,102961.4
6648,"State Polytech University, San Luis Obispo",30024,108996,0,0,60,0,23270.64,2.00% @ 55,http://www.afd.calpoly.edu/hr/,San Luis Obispo,81664.16
105111,"State University, San Jose",46764,82152,0,0,650,0,9443.16,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,67457.72
84051,"State University, San Bernardino",22879.56,38749.56,0,0,222.75,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hrd.csusb.edu/,San Bernardino,1977.75
122718,"State University, Stanislaus",22879.56,38749.56,0,0,2350,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,5605
11331,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,165,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,918.3
47028,"State University, Humboldt",46764,82152,0,0,650,0,8564.64,2.00% @ 62,http://www.humboldt.edu/hsuhr/,Humboldt,52349.08
55414,"State University, Long Beach",59076,131088,0,0,0,0,1769.64,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,39329.04
63436,"State University, Los Angeles",59076,131088,0,0,4023.58,0,1785.78,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,26778.79
72487,"State University, Northridge",59076,131088,0,0,5958.68,0,17631.72,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,64479.16
2916,"State Polytech University, Pomona",28079.4,41432.76,0,0,0,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,539.5
31050,"State University, East Bay",49512,66192,0,0,3273.6,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csueastbay.edu/af/departments/hr/,Alameda,10667.8
104909,"State University, San Jose",43968,82404,1471.45,0,568.75,0,17631.72,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,57202.15
56391,"State University, Long Beach",49248,86508,0,0,650,0,23270.64,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,75956
76344,"State University, Sacramento",39456,73944,0,0,650,0,17631.72,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,62048.6
58994,"State University, Long Beach",22879.56,38749.56,0,0,748,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,748
112594,"State University, San Jose",54648,77856,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,8107.82
75727,"State University, Northridge",22879.56,38749.56,0,0,7854,0,0,,http://www.csun.edu/hr,Los Angeles,10213.5
27208,"State University, Dominguez Hills",28079.4,41432.76,0,0,0,0,0,,https://www.csudh.edu/hr/,Los Angeles,371.3
29122,"State University, East Bay",36120,63480,0,0,650,0,9237.72,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,46577.12
92297,"State University, San Diego",49512,66192,0,0,0,0,0,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,6014
90639,"State University, San Diego",85188,150792,0,0,51194,0,23270.64,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,162285.96
90200,"State University, San Diego",59076,131088,0,0,0,0,9329.16,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,86332.48
2809,"State Polytech University, Pomona",28079.4,41432.76,0,0,96,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,1268.34
48174,"State University, Humboldt",28079.4,41432.76,0,0,0,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,107.9
80560,"State University, Sacramento",67656,143952,0,0,4164,0,18602.64,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,60458.88
122494,"State University, Stanislaus",59076,131088,0,0,0,0,224.8,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csustan.edu/HR/index.html,Stanislaus,30000
12747,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,726,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,726
91405,"State University, San Diego",28079.4,41432.76,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,4270.5
29208,"State University, East Bay",46764,82152,0,309.38,0,0,7705.57,2.00% @ 62,http://www.csueastbay.edu/af/departments/hr/,Alameda,39326.18
28738,"State University, Dominguez Hills",22879.56,38749.56,0,0,2313.6,0,0,,https://www.csudh.edu/hr/,Los Angeles,2313.6
73158,"State University, Northridge",22879.56,38749.56,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,7155.08
12234,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,369.6,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,369.6
84061,"State University, San Bernardino",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hrd.csusb.edu/,San Bernardino,2800
16376,"State University, Bakersfield",59076,131088,0,0,6500.4,0,23270.64,2.00% @ 62,http://www.csub.edu/BAS/hr/,Kern,69270.04
98345,"State University, San Francisco",22879.56,38749.56,0,0,3481.5,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,5384.5
74939,"State University, Northridge",22879.56,38749.56,0,0,1389.3,0,0,,http://www.csun.edu/hr,Los Angeles,1389.3
4483,"State Polytech University, Pomona",22879.56,38749.56,0,0,2615.8,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,3379.2
74688,"State University, Northridge",22879.56,38749.56,0,0,6418.02,0,0,,http://www.csun.edu/hr,Los Angeles,6418.02
75993,"State University, Northridge",28152,66204,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,3239.16
119384,"State University, Sonoma",22879.56,38749.56,0,0,1737.01,0,0,,http://www.sonoma.edu/hr/,Sonoma,1737.01
45306,"State University, Fullerton",22879.56,38749.56,0,0,5398.8,0,0,,http://hr.fullerton.edu/,Orange,10755.8
1869,"State Polytech University, Pomona",73740,93456,2508.64,0,0,0,23510.64,2.00% @ 60,http://www.cpp.edu/~hr/index.shtml,Los Angeles,91937.36
100195,"State University, San Francisco",132,2880,0,0,5400,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,5400
59143,"State University, Long Beach",22879.56,38749.56,0,0,2080.8,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,2080.8
94862,"State University, San Diego",22879.56,38749.56,0,0,824.9,0,0,,http://bfa.sdsu.edu/hr/,San Diego,824.9
115065,"State University, San Marcos",59076,131088,0,0,0,0,21569.28,2.00% @ 55,http://www.csusm.edu/HR/,San Diego,29871.96
87834,"State University, San Bernardino",22879.56,38749.56,0,0,11063,0,0,,http://hrd.csusb.edu/,San Bernardino,11063
107623,"State University, San Jose",28079.4,41432.76,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,945
81524,"State University, Sacramento",22879.56,38749.56,0,0,2398,0,0,,http://www.csus.edu/hr/,Sacramento,2646.6
62995,"State University, Los Angeles",59076,131088,0,0,5852.4,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.calstatela.edu/hrm,Los Angeles,23920.45
22953,"State University, Chico",49512,66192,0,0,0,0,0,2.00% @ 60,http://www.csuchico.edu/hr/,Butte,2419.6
67461,"State University, Monterey Bay",54648,77856,0,251.19,280.34,0,280,2.00% @ 62,https://csumb.edu/hr,Monterey ,25150.88
75940,"State University, Northridge",28152,66204,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,5403.98
112520,"State University, San Jose",54648,77856,0,0,6196.04,0,9237.72,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,64602.72
63807,"State University, Los Angeles",22879.56,38749.56,0,0,4208.6,0,0,,http://www.calstatela.edu/hrm,Los Angeles,6245.8
109566,"State University, San Jose",67656,143952,0,0,9684,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,16686
12863,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,78.75,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,78.75
26136,"State University, Dominguez Hills",30024,108996,0,0,138,0,9237.72,2.00% @ 62,https://www.csudh.edu/hr/,Los Angeles,82990.04
84424,"State University, San Bernardino",29976,42336,0,0,0,0,0,,http://hrd.csusb.edu/,San Bernardino,1818.75
72651,"State University, Northridge",59076,131088,0,0,5171,0,144,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,34664.8
56731,"State University, Long Beach",22879.56,38749.56,0,0,1120.8,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,1992
77669,"State University, Sacramento",31200,48888,4203.05,0,429.23,0,13574.54,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,33862.07
57222,"State University, Long Beach",22879.56,38749.56,0,0,407.75,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,407.75
99572,"State University, San Francisco",59076,131088,0,0,10666.4,0,8998.68,2.00% @ 62,http://www.sfsu.edu/~hrwww/,San Francisco,122462.76
107789,"State University, San Jose",28079.4,41432.76,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,2593.5
112863,"State University, San Jose",28152,66204,0,0,468,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,1391.6
63514,"State University, Los Angeles",42180,74076,3596.01,0,6300.78,0,9319.08,2.00% @ 62,http://www.calstatela.edu/hrm,Los Angeles,67536.39
102849,"State University, San Francisco",22879.56,38749.56,0,0,1668,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,1668
2005,"State Polytech University, Pomona",52464,125736,0,0,650,0,17109.6,2.00% @ 55,http://www.cpp.edu/~hr/index.shtml,Los Angeles,64440.96
77831,"State University, Sacramento",26928,38172,0,0,0,0,0,,http://www.csus.edu/hr/,Sacramento,2663
100040,"State University, San Francisco",85188,150792,0,0,0,0,17631.72,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,113606.04
81033,"State University, Sacramento",22879.56,38749.56,0,0,0,0,0,,http://www.csus.edu/hr/,Sacramento,85.8
82084,"State University, Sacramento",22879.56,38749.56,0,0,2904.5,0,0,,http://www.csus.edu/hr/,Sacramento,3102.5
14763,"State Polytech University, San Luis Obispo",97968,145536,0,0,400,0,11219.89,2.00% @ 60,http://www.afd.calpoly.edu/hr/,San Luis Obispo,88142.56
93940,"State University, San Diego",22879.56,38749.56,0,0,1585.2,0,0,,http://bfa.sdsu.edu/hr/,San Diego,3277.8
13369,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,1655.5,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1655.5
